gw,lc,ld,ang
FALSE,mvg,ltr,"Mixtec, Yucuañe"
FALSE,mvh,ltr,Mulgi
FALSE,mvi,ltr,Miyako
FALSE,mvk,ltr,Mekmek
FALSE,mvm,ltr,Muya
FALSE,mvn,ltr,Minaveha
FALSE,mvo,ltr,Marovo
FALSE,mvp,ltr,Duri
FALSE,mvq,ltr,Moere
FALSE,mvr,ltr,Marau
FALSE,mvs,ltr,Massep
FALSE,mvt,ltr,Mpotovoro
FALSE,mvu,ltr,Marfa
FALSE,mvv,ltr,Tagal Murut
FALSE,mvv-x-punanlepaga,ltr,Punan Lepaga
FALSE,mvw,ltr,Machinga
FALSE,mvx,ltr,Meoswar
FALSE,mvy,ltr,"Kohistani, Indus"
FALSE,mvz,ltr,Mesqan
FALSE,mwa,ltr,Mwatebu
FALSE,mwb,ltr,Juwal
FALSE,mwc,ltr,Are
FALSE,mwe,ltr,Mwera
FALSE,mwf,ltr,Murrinh-Patha
FALSE,mwg,ltr,Aiklep
FALSE,mwh,ltr,Mouk-Aria
FALSE,mwi,ltr,Ninde
FALSE,mwk,ltr,"Maninkakan, Kita"
FALSE,mwl,ltr,Mirandese
FALSE,mwm,ltr,Sar
FALSE,mwm-x-nar,ltr,
FALSE,mwn,ltr,Nyamwanga
FALSE,mwn-MW-namwanga,ltr,Namwanga
FALSE,mwo,ltr,"Maewo, Central"
FALSE,mwp,ltr,Kala Lagaw Ya
FALSE,mwq,ltr,"Chin, Müün"
FALSE,mwq-x-chora,ltr,
FALSE,mwq-x-nise,ltr,Ni-Se
FALSE,mwr,ltr,Marwari
FALSE,mws,ltr,Mwimbi-Muthambi
FALSE,mwt,ltr,Moken
FALSE,mwv,ltr,Mentawai
FALSE,mww,ltr,Hmong Daw
FALSE,mww-VN-hmongtrang,ltr,Hmong Trang
FALSE,mwx,ltr,Mediak
FALSE,mwz,ltr,Moingi
FALSE,mxa,ltr,"Mixtec, Northwest Oaxaca"
FALSE,mxb,ltr,"Mixtec, Tezoatlán"
FALSE,mxc,ltr,Manyika
FALSE,mxd,ltr,Modang
FALSE,mxe,ltr,Mele-Fila
FALSE,mxf,ltr,Malgbe
FALSE,mxg,ltr,Mbangala
FALSE,mxh,ltr,Mvuba
FALSE,mxi,rtl,
FALSE,mxj,ltr,Miju-Mishmi
FALSE,mxk,ltr,Monumbo
FALSE,mxl,ltr,"Gbe, Maxi"
FALSE,mxm,ltr,Meramera
FALSE,mxn,ltr,Moi
FALSE,mxn-x-moikelin,ltr,Moi Kelin
FALSE,mxn-x-moiklasa,ltr,Moi Klasa
FALSE,mxn-x-moisigin,ltr,Moi Sigin
FALSE,mxn-x-salkma,ltr,Moi Salkma
FALSE,mxo,ltr,Mbowe
FALSE,mxp,ltr,"Mixe, Tlahuitoltepec"
FALSE,mxq,ltr,"Mixe, Juquila"
FALSE,mxr,ltr,Murik
FALSE,mxs,ltr,"Mixtec, Huitepec"
FALSE,mxt,ltr,"Mixtec, Jamiltepec"
FALSE,mxu,ltr,Mada
FALSE,mxv,ltr,"Mixtec, Metlatónoc"
FALSE,mxw,ltr,Namo
FALSE,mxx,ltr,Mahou
FALSE,mxy,ltr,"Mixtec, Southeastern Nochixtlán"
FALSE,mxz,ltr,"Masela, Central"
TRUE,my,ltr,Burmese
FALSE,myb,ltr,Mbay
FALSE,myc,ltr,Mayeka
FALSE,myd,ltr,Maramba
FALSE,mye,ltr,Myene
FALSE,myf,ltr,Bambassi
FALSE,myg,ltr,Manta
FALSE,myh,ltr,Makah
FALSE,myi,ltr,Mina
FALSE,myj,ltr,Mangayat
FALSE,myk,ltr,"Sénoufo, Mamara"
FALSE,myl,ltr,Moma
FALSE,mym,ltr,Me’en
FALSE,myo,ltr,Anfillo
FALSE,myp,ltr,Pirahã
FALSE,myr,ltr,Muniche
FALSE,myu,ltr,Mundurukú
FALSE,myv,ltr,Erzya
FALSE,myw,ltr,Muyuw
FALSE,myw-x-lougwau,ltr,
FALSE,myx,ltr,Masaaba
FALSE,myy,ltr,Macuna
FALSE,myz,ltr,"Mandaic, Classical"
FALSE,mza,ltr,"Mixtec, Santa María Zacatepec"
FALSE,mzb,rtl,Tumzabt
FALSE,mzc,ltr,Madagascar Sign Language
FALSE,mzd,ltr,Malimba
FALSE,mze,ltr,Morawa
FALSE,mzg,ltr,
FALSE,mzh,ltr,Wichí Lhamtés Güisnay
FALSE,mzi,ltr,"Mazatec, Ixcatlán"
FALSE,mzj,ltr,Manya
FALSE,mzk,ltr,"Mambila, Nigeria"
FALSE,mzl,ltr,"Mixe, Mazatlán"
FALSE,mzm,ltr,Mumuye
FALSE,mzn,rtl,Mazanderani
FALSE,mzo,ltr,Matipuhy
FALSE,mzp,ltr,Movima
FALSE,mzq,ltr,Mori Atas
FALSE,mzr,ltr,Marúbo
FALSE,mzs,ltr,Macanese
FALSE,mzt,ltr,Mintil
FALSE,mzu,ltr,Inapang
FALSE,mzv,ltr,Mandja
FALSE,mzw,ltr,Deg
FALSE,mzx,ltr,Mawayana
FALSE,mzy,ltr,Mozambican Sign Language
FALSE,mzz,ltr,Maiadomu
FALSE,na,ltr,Nauru
FALSE,naa,ltr,Namla
FALSE,nab,ltr,"Nambikuára, Southern"
FALSE,nac,ltr,Narak
FALSE,nad,ltr,Nijadali
FALSE,naf,ltr,Nabak
FALSE,naf-x-lowernabak,ltr,Nabak Lower
FALSE,nag,ltr,Naga Pidgin
FALSE,naj,ltr,Nalu
FALSE,nak,ltr,Nakanai
FALSE,nak-x-auka,ltr,Auka
FALSE,nak-x-babata,ltr,Babata
FALSE,nak-x-bagela,ltr,Bagela
FALSE,nak-x-balo,ltr,Balo
FALSE,nak-x-bibisi,ltr,Bibisi
FALSE,nak-x-bileki,ltr,Bileki
FALSE,nak-x-gaekeke,ltr,Gaekeke
FALSE,nak-x-kae,ltr,Kae
FALSE,nak-x-kotou,ltr,Kotou
FALSE,nak-x-lavege,ltr,Lavege
FALSE,nak-x-loa,ltr,Loa
FALSE,nak-x-loso,ltr,Loso
FALSE,nak-x-maututu,ltr,Maututu
FALSE,nak-x-mouvai,ltr,Mouvai
FALSE,nak-x-sisimi,ltr,Sisimi
FALSE,nak-x-tarobi,ltr,Tarobi
FALSE,nak-x-vere,ltr,Vere
FALSE,nal,ltr,Nalik
FALSE,nam,ltr,Ngan’gityemerri
FALSE,nan,ltr,"Chinese, Min Nan"
FALSE,nan-x-hokien,ltr,
FALSE,nan-x-teochi,ltr,
FALSE,nao,ltr,Naaba
FALSE,nap,ltr,Napoletano-Calabrese
FALSE,naq,ltr,Khoekhoe
FALSE,nar,ltr,Iguta
FALSE,nas,ltr,Naasioi
FALSE,nat,ltr,Cahungwarya
FALSE,naw,ltr,Nawuri
FALSE,nax,ltr,Nakwi
FALSE,nay,ltr,Narrinyeri
FALSE,naz,ltr,"Nahuatl, Coatepec"
FALSE,nb,ltr,Norwegian Bokmål
FALSE,nba,ltr,Nyemba
FALSE,nba-x-thiwiko,ltr,Thiwiko
FALSE,nbb,ltr,Ndoe
FALSE,nbc,ltr,"Naga, Chang"
FALSE,nbd,ltr,Ngbinda
FALSE,nbe,ltr,"Naga, Konyak"
FALSE,nbh,ltr,Ngamo
FALSE,nbi,ltr,"Naga, Mao"
FALSE,nbj,ltr,Ngarinman
FALSE,nbk,ltr,Nake
FALSE,nbm,ltr,Ngbaka Ma’bo
FALSE,nbn,ltr,Kuri
FALSE,nbo,ltr,Nkukoli
FALSE,nbp,ltr,Nnam
FALSE,nbq,ltr,Nggem
FALSE,nbr,ltr,Numana-Nunku-Gbantu-Numbu
FALSE,nbs,ltr,Namibian Sign Language
FALSE,nbt,ltr,Na
FALSE,nbt-x-nah,ltr,
FALSE,nbu,ltr,"Naga, Rongmei"
FALSE,nbv,ltr,Ngamambo
FALSE,nbw,ltr,"Ngbandi, Southern"
FALSE,nby,ltr,Ningera
FALSE,nca,ltr,Iyo
FALSE,nca-x-koiyaka,ltr,Koiyaka
FALSE,nca-x-nekene,ltr,Nekene
FALSE,ncb,ltr,"Nicobarese, Central"
FALSE,ncc,ltr,Ponam
FALSE,ncd,ltr,Nachering
FALSE,nce,ltr,Yale
FALSE,ncf,ltr,Notsi
FALSE,ncg,ltr,Nisga’a
FALSE,nch,ltr,"Nahuatl, Central Huasteca"
FALSE,nci,ltr,Classical Nahuatl
FALSE,ncj,ltr,"Nahuatl, Northern Puebla"
FALSE,nck,ltr,Nakara
FALSE,ncl,ltr,"Nahuatl, Michoacán"
FALSE,ncm,ltr,Nambo
FALSE,ncn,ltr,Nauna
FALSE,nco,ltr,Sibe
FALSE,ncp,ltr,Ndaktup
FALSE,ncr,ltr,Ncane
FALSE,ncs,ltr,Nicaraguan Sign Language
FALSE,nct,ltr,"Naga, Chothe"
FALSE,ncu,ltr,Chumburung
FALSE,ncx,ltr,"Nahuatl, Central Puebla"
FALSE,ncz,ltr,Natchez
FALSE,nd,ltr,Northern Ndebele
FALSE,nda,ltr,Ndasa
FALSE,ndb,ltr,Kenswei Nsei
FALSE,ndc,ltr,Ndau
FALSE,ndd,ltr,Nde-Nsele-Nta
FALSE,ndf,ltr,Nadruvian
FALSE,ndg,ltr,Ndengereko
FALSE,ndh,ltr,Ndali
FALSE,ndh-x-chindali,ltr,Chindali
FALSE,ndh-x-chisukwa,ltr,Chisukwa
FALSE,ndi,ltr,Samba Leko
FALSE,ndj,ltr,Ndamba
FALSE,ndk,ltr,Ndaka
FALSE,ndl,ltr,Ndolo
FALSE,ndm,ltr,Ndam
FALSE,ndn,ltr,Ngundi
FALSE,ndp,ltr,Ndo
FALSE,ndq,ltr,Ndombe
FALSE,ndr,ltr,Ndoola
FALSE,nds,ltr,"Saxon, Low"
FALSE,ndt,ltr,Ndunga
FALSE,ndu,ltr,Dugun
FALSE,ndv,ltr,Ndut
FALSE,ndw,ltr,Ndobo
FALSE,ndx,ltr,Nduga
FALSE,ndy,ltr,Lutos
FALSE,ndz,ltr,Ndogo
TRUE,ne,ltr,Nepali
FALSE,nea,ltr,"Ngad’a, Eastern"
FALSE,neb,ltr,Toura
FALSE,nec,ltr,Nedebang
FALSE,ned,ltr,Nde-Gbite
FALSE,nee,ltr,Nêlêmwa-Nixumwak
FALSE,nef,ltr,Nefamese
FALSE,neg,ltr,Negidal
FALSE,neh,ltr,Nyenkha
FALSE,nei,ltr,Neo Hittite
FALSE,nej,ltr,Neko
FALSE,nek,ltr,Neku
FALSE,nem,ltr,Nemi
FALSE,nen,ltr,Nengone
FALSE,neo,ltr,Ná-Meo
FALSE,nep-x-pahari,ltr,
FALSE,neq,ltr,"Mixe, North Central"
FALSE,ner,ltr,Yahadian
FALSE,nes,ltr,"Kinnauri, Bhoti"
FALSE,net,ltr,Nete
FALSE,neu,ltr,
FALSE,nev,ltr,Nyaheun
FALSE,new,ltr,Newar
FALSE,nex,ltr,Neme
FALSE,ney,ltr,Neyo
FALSE,nez,ltr,Nez Perce
FALSE,nfa,ltr,Dhao
FALSE,nfd,ltr,Ahwai
FALSE,nfl,ltr,Äiwoo
FALSE,nfr,ltr,Nafaanra
FALSE,nfu,ltr,Mfumte
FALSE,ng,ltr,Ndonga
FALSE,nga,ltr,Ngbaka
FALSE,ngb,ltr,"Ngbandi, Northern"
FALSE,ngc,ltr,Ngombe
FALSE,ngc-x-bodjenga,ltr,
FALSE,ngc-x-bondjale,ltr,
FALSE,ngc-x-muwera,ltr,
FALSE,ngd,ltr,Ngando
FALSE,nge,ltr,Ngemba
FALSE,ngg,ltr,Ngbaka Manza
FALSE,ngh,ltr,N|u
FALSE,ngi,ltr,Ngizim
FALSE,ngj,ltr,Ngie
FALSE,ngk,ltr,Dalabon
FALSE,ngl,ltr,Lomwe
FALSE,ngm,ltr,Ngatik Men’s Creole
FALSE,ngn,ltr,Ngwo
FALSE,ngo,ltr,Ngoni
FALSE,ngp,ltr,Ngulu
FALSE,ngq,ltr,Ngoreme
FALSE,ngr,ltr,Engdewu
FALSE,ngs,ltr,Gvoko
FALSE,ngt,ltr,Ngeq
FALSE,ngu,ltr,"Nahuatl, Guerrero"
FALSE,ngw,ltr,Ngwaba
FALSE,ngx,ltr,Nggwahyi
FALSE,ngy,ltr,Tibea
FALSE,ngz,ltr,Ngungwel
FALSE,nha,ltr,Nhanda
FALSE,nhb,ltr,Beng
FALSE,nhc,ltr,"Nahuatl, Tabasco"
FALSE,nhd,ltr,"Guaraní, Ava"
FALSE,nhe,ltr,"Nahuatl, Eastern Huasteca"
FALSE,nhf,ltr,Nhuwala
FALSE,nhg,ltr,"Nahuatl, Tetelcingo"
FALSE,nhh,ltr,Nahari
FALSE,nhi,ltr,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla"
FALSE,nhk,ltr,"Nahuatl, Isthmus-Cosoleacaque"
FALSE,nhm,ltr,"Nahuatl, Morelos"
FALSE,nhn,ltr,"Nahuatl, Central"
FALSE,nho,ltr,Takuu
FALSE,nhp,ltr,"Nahuatl, Isthmus-Pajapan"
FALSE,nhq,ltr,"Nahuatl, Huaxcaleca"
FALSE,nhr,ltr,Naro
FALSE,nht,ltr,"Nahuatl, Ometepec"
FALSE,nhu,ltr,Noone
FALSE,nhv,ltr,"Nahuatl, Temascaltepec"
FALSE,nhw,ltr,"Nahuatl, Western Huasteca"
FALSE,nhx,ltr,"Nahuatl, Isthmus-Mecayapan"
FALSE,nhy,ltr,"Nahuatl, Northern Oaxaca"
FALSE,nhz,ltr,"Nahuatl, Santa María la Alta"
FALSE,nia,ltr,Nias
FALSE,nia-x-telo,ltr,
FALSE,nia-x-telukdalam,ltr,
FALSE,nib,ltr,Nakame
FALSE,nid,ltr,Ngandi
FALSE,nie,ltr,Niellim
FALSE,nif,ltr,Nek
FALSE,nih,ltr,"Nyiha, Tanzania"
FALSE,nii,ltr,Nii
FALSE,nij,ltr,Ngaju
FALSE,nij-x-baream,ltr,Dayak Baream
FALSE,nij-x-dayakbulik,ltr,Dayak Bulik
FALSE,nij-x-dayakmali,ltr,
FALSE,nij-x-dayaktengon,ltr,
FALSE,nij-x-kahayan,ltr,
FALSE,nij-x-kapuas,ltr,
FALSE,nij-x-katingan,ltr,
FALSE,nij-x-katinganhilir,ltr,Katingan Hilir
FALSE,nij-x-katinganhulu,ltr,Katingan Hulu
FALSE,nij-x-katingantengah,ltr,Katingan Tengah
FALSE,nij-x-manyan,ltr,Manyan
FALSE,nij-x-menuhing,ltr,Menuhing Tehang
FALSE,nij-x-nyadupm,ltr,
FALSE,nij-x-runganmanu,ltr,Rungan Manuhing
FALSE,nij-x-sambadanum,ltr,Samba Danum
FALSE,nij-x-sampit,ltr,Sampit
FALSE,nik,ltr,"Nicobarese, Southern"
FALSE,nim,ltr,Nilamba
FALSE,nin,ltr,Ninzo
FALSE,nio,ltr,Nganasan
FALSE,niq,ltr,Nandi
FALSE,nir,ltr,Nimboran
FALSE,nis,ltr,Nimi
FALSE,nit,ltr,"Kolami, Southeastern"
FALSE,niu,ltr,Niue
FALSE,niv,ltr,Gilyak
FALSE,niw,ltr,Nimo
FALSE,nix,ltr,Hema
FALSE,niy,ltr,Ngiti
FALSE,niz,ltr,Ningil
FALSE,nja,ltr,Nzanyi
FALSE,njb,ltr,"Naga, Nocte"
FALSE,njd,ltr,Ndonde Hamba
FALSE,njh,ltr,"Naga, Lotha"
FALSE,nji,ltr,Gudanji
FALSE,njj,ltr,Njen
FALSE,njl,ltr,Njalgulgule
FALSE,njm,ltr,"Naga, Angami"
FALSE,njn,ltr,"Naga, Liangmai"
FALSE,njo,ltr,"Naga, Ao"
FALSE,njr,ltr,Njerep
FALSE,njs,ltr,Nisa
FALSE,njt,ltr,Ndyuka-Trio Pidgin
FALSE,njx,ltr,Kunyi
FALSE,njy,ltr,Njyem
FALSE,njz,ltr,Nyishi
FALSE,njz-x-hillmiri,ltr,
FALSE,nka,ltr,Nkoya
FALSE,nkb,ltr,"Naga, Khoibu"
FALSE,nkc,ltr,Nkongho
FALSE,nkd,ltr,Koireng
FALSE,nke,ltr,Duke
FALSE,nkf,ltr,"Naga, Inpui"
FALSE,nkg,ltr,Nekgini
FALSE,nkg-x-damoing,ltr,Damoing
FALSE,nkg-x-goriong,ltr,Goriong
FALSE,nkg-x-warai,ltr,Warai
FALSE,nkh,ltr,"Naga, Khezha"
FALSE,nki,ltr,"Naga, Thangal"
FALSE,nkj,ltr,Nakai
FALSE,nkk,ltr,Nokuku
FALSE,nkm,ltr,Namat
FALSE,nkn,ltr,Nkangala
FALSE,nko,ltr,Nkonya
FALSE,nkp,ltr,Niuatoputapu
FALSE,nkq,ltr,Nkami
FALSE,nkr,ltr,Nukuoro
FALSE,nks,ltr,"Asmat, North"
FALSE,nkt,ltr,"Nyika, Kinyika"
FALSE,nku,ltr,"Kulango, Bouna"
FALSE,nkv,ltr,Nyika
FALSE,nkw,ltr,Nkutu
FALSE,nkx,ltr,Nkoroo
FALSE,nkz,ltr,Nkari
FALSE,nl,ltr,Dutch
FALSE,nla,ltr,Ngombale
FALSE,nlc,ltr,Nalca
FALSE,nle,ltr,Nyala
FALSE,nlg,ltr,Gela
FALSE,nli,ltr,Grangali
FALSE,nlj,ltr,Nyali
FALSE,nlk,ltr,"Yali, Ninia"
FALSE,nll,ltr,Nihali
FALSE,nlo,ltr,Ngul
FALSE,nlo-x-bangholu,ltr,Bangholu
FALSE,nlo-x-ngwi,ltr,
FALSE,nlq,ltr,"Naga, Lao"
FALSE,nlu,ltr,Nchumbulu
FALSE,nlv,ltr,"Nahuatl, Orizaba"
FALSE,nlx,ltr,Nahali
FALSE,nly,ltr,Nyamal
FALSE,nlz,ltr,Nalögo
FALSE,nma,ltr,"Naga, Maram"
FALSE,nmb,ltr,V’ënen Taut
FALSE,nmc,ltr,Ngam
FALSE,nmd,ltr,Ndumu
FALSE,nme,ltr,"Naga, Mzieme"
FALSE,nmf,ltr,"Naga, Tangkhul"
FALSE,nmf-x-phalang,ltr,Phalang
FALSE,nmg,ltr,Kwasio
FALSE,nmh,ltr,"Naga, Monsang"
FALSE,nmi,ltr,Nyam
FALSE,nmj,ltr,Ngombe
FALSE,nmk,ltr,Namakura
FALSE,nml,ltr,Ndemli
FALSE,nmm,ltr,Nyeshangte
FALSE,nmn,ltr,!Xóõ
FALSE,nmo,ltr,"Naga, Moyon"
FALSE,nmo-x-tangshang,ltr,
FALSE,nmq,ltr,Nambya
FALSE,nmr,ltr,Nimbari
FALSE,nms,ltr,Letemboi
FALSE,nmt,ltr,Namonuito
FALSE,nmu,ltr,"Maidu, Northeast"
FALSE,nmw,ltr,Rifao
FALSE,nmx,ltr,Nama
FALSE,nmy,ltr,Namuyi
FALSE,nmz,ltr,Nawdm
FALSE,nn,ltr,Norwegian Nynorsk
FALSE,nna,ltr,Nyangumarta
FALSE,nnb,ltr,Nande
FALSE,nnb-x-kinyabwito,ltr,Kinyabwito
FALSE,nnb-x-kishula,ltr,Kishula
FALSE,nnc,ltr,Nancere
FALSE,nnd,ltr,"Ambae, West"
FALSE,nnd-x-nduindui,ltr,Nduindui
FALSE,nne,ltr,Ngandyera
FALSE,nnf,ltr,Ngaing
FALSE,nnf-x-maibang,ltr,Maibang
FALSE,nnf-x-sor,ltr,Sor
FALSE,nng,ltr,"Naga, Maring"
FALSE,nnh,ltr,Ngiemboon
FALSE,nni,ltr,"Nuaulu, North"
FALSE,nnj,ltr,Nyangatom
FALSE,nnk,ltr,Nankina
FALSE,nnl,ltr,"Naga, Northern Rengma"
FALSE,nnm,ltr,Namia
FALSE,nnn,ltr,Ngete
FALSE,nnp,ltr,"Naga, Wancho"
FALSE,nnq,ltr,Ngindo
FALSE,nnr,ltr,Narungga
FALSE,nns,ltr,Ningye
FALSE,nnt,ltr,Nanticoke
FALSE,nnu,ltr,Dwang
FALSE,nnw,ltr,"Nuni, Southern"
FALSE,nnz,ltr,Nda’nda’
FALSE,no,ltr,Norwegian
FALSE,noa,ltr,Woun Meu
FALSE,noc,ltr,Nuk
FALSE,nod,ltr,"Thai, Northern"
FALSE,noe,ltr,Nimadi
FALSE,nof,ltr,Nomane
FALSE,nog,ltr,Nogai
FALSE,noh,ltr,Nomu
FALSE,noi,ltr,Noiri
FALSE,noj,ltr,Nonuya
FALSE,nok,ltr,Nooksack
FALSE,nol,ltr,Nomlaki
FALSE,nom,ltr,Nocamán
FALSE,non,ltr,Old Norse
FALSE,nop,ltr,Numanggang
FALSE,noq,ltr,Ngongo
FALSE,nos,ltr,"Nisu, Eastern"
FALSE,not,ltr,Nomatsiguenga
FALSE,nou,ltr,Ewage-Notu
FALSE,nou-x-beuga,ltr,Beuga
FALSE,nou-x-okena,ltr,Okena
FALSE,nou-x-puea,ltr,Puea
FALSE,nou-x-sowerapa,ltr,Sowerapa
FALSE,nou-x-yega,ltr,Yega
FALSE,nou-x-yewabuie,ltr,Yewa Buie
FALSE,nov,ltr,
FALSE,now,ltr,Nyambo
FALSE,noy,ltr,Noy
FALSE,noz,ltr,Nayi
FALSE,npa,ltr,Nar Phu
FALSE,npb,ltr,Nupbikha
FALSE,npg,ltr,"Naga, Ponyo-Gongwang"
FALSE,nph,ltr,"Naga, Phom"
FALSE,npi,ltr,Nepali
FALSE,npl,ltr,"Nahuatl, Southeastern Puebla"
FALSE,npn,ltr,Mondropolon
FALSE,npo,ltr,"Naga, Pochuri"
FALSE,nps,ltr,Nipsan
FALSE,npu,ltr,"Naga, Puimei"
FALSE,npy,ltr,Napu
FALSE,nqg,ltr,"Nago, Southern"
FALSE,nqk,ltr,"Ede Nago, Kura"
FALSE,nqm,ltr,Ndom
FALSE,nqn,ltr,Nen
FALSE,nqo,rtl,N’ko
FALSE,nqq,ltr,"Naga, Kyan-Karyaw"
FALSE,nqy,ltr,"Naga, Akyaung Ari"
FALSE,nr,ltr,Southern Ndebele
FALSE,nra,ltr,Ngom
FALSE,nrb,ltr,Nara
FALSE,nrc,ltr,Noric
FALSE,nre,ltr,"Naga, Southern Rengma"
FALSE,nrf,ltr,Jèrriais
FALSE,nrg,ltr,Narango
FALSE,nri,ltr,"Naga, Chokri"
FALSE,nrk,ltr,Ngarla
FALSE,nrl,ltr,Ngarluma
FALSE,nrm,ltr,Narom
FALSE,nrn,ltr,Norn
FALSE,nrp,ltr,North Picene
FALSE,nrt,ltr,Northern Kalapuya
FALSE,nru,ltr,Narua
FALSE,nrz,ltr,Lala
FALSE,nsa,ltr,"Naga, Sangtam"
FALSE,nsc,ltr,Nshi
FALSE,nsd,ltr,"Nisu, Southern"
FALSE,nse,ltr,Nsenga
FALSE,nse-MZ-nsenga,ltr,Nsenga
FALSE,nse-x-ngoni,ltr,Ngoni
FALSE,nsf,ltr,"Nisu, Northwestern"
FALSE,nsg,ltr,Ngasa
FALSE,nsh,ltr,Ngoshie
FALSE,nsi,ltr,Nigerian Sign Language
FALSE,nsk,ltr,Naskapi
FALSE,nsl,ltr,Norwegian Sign Language
FALSE,nsm,ltr,"Naga, Sumi"
FALSE,nsn,ltr,Nehan
FALSE,nso,ltr,"Sotho, Northern"
FALSE,nsp,ltr,Nepalese Sign Language
FALSE,nsq,ltr,"Miwok, Northern Sierra"
FALSE,nsr,ltr,Maritime Sign Language
FALSE,nss,ltr,Nali
FALSE,nst,ltr,"Naga, Tase"
FALSE,nst-x-muklom,ltr,
FALSE,nst-x-nanel,ltr,Nanel
FALSE,nst-x-ransenaga,ltr,
FALSE,nst-x-sangwan,ltr,"Sangwan, Shangwan"
FALSE,nst-x-sheju,ltr,She Ju
FALSE,nst-x-shekyu,ltr,
FALSE,nsu,ltr,"Nahuatl, Sierra Negra"
FALSE,nsv,ltr,"Nisu, Southwestern"
FALSE,nsw,ltr,Navut
FALSE,nsx,ltr,Songo
FALSE,nsy,ltr,Nasal
FALSE,nsz,ltr,Nisenan
FALSE,ntd,ltr,Northern Tidung
FALSE,nte,ltr,Nathembo
FALSE,nti,ltr,Natioro
FALSE,ntj,ltr,Ngaanyatjarra
FALSE,ntk,ltr,Ikoma-Nata-Isenye
FALSE,ntm,ltr,Nateni
FALSE,nto,ltr,Ntomba
FALSE,ntp,ltr,"Tepehuan, Northern"
FALSE,ntr,ltr,Delo
FALSE,ntu,ltr,Natügu
FALSE,ntw,ltr,Nottoway
FALSE,ntx,ltr,"Naga, Tangkhul"
FALSE,nty,ltr,Mantsi
FALSE,ntz,ltr,Natanzi
FALSE,nua,ltr,Yuanga
FALSE,nuc,ltr,Nukuini
FALSE,nud,ltr,Ngala
FALSE,nue,ltr,Ngundu
FALSE,nuf,ltr,Nusu
FALSE,nuf-x-shawa,ltr,Shawa
FALSE,nuf-x-wawa,ltr,Wawa-Kongtong
FALSE,nuh,ltr,Ndunda
FALSE,nui,ltr,Kombe
FALSE,nuj,ltr,Nyole
FALSE,nuk,ltr,Nuu-chah-nulth
FALSE,nul,ltr,Nusa Laut
FALSE,num,ltr,Niuafo’ou
FALSE,nun,ltr,Anong
FALSE,nuo,ltr,Nguôn
FALSE,nup,ltr,Nupe-Nupe-Tako
FALSE,nuq,ltr,Nukumanu
FALSE,nur,ltr,Nukuria
FALSE,nus,ltr,Nuer
FALSE,nut-x-north,ltr,Northern Nung
FALSE,nut-x-south,ltr,Nung
FALSE,nut-x-taynhan,ltr,Tay Nhan
FALSE,nut-x-xuong,ltr,
FALSE,nuu,ltr,Ngbundu
FALSE,nuv,ltr,"Nuni, Northern"
FALSE,nuv-x-extrnornuni,ltr,Extreme Northen Nuni
FALSE,nuw,ltr,Nguluwan
FALSE,nux,ltr,Mehek
FALSE,nuy,ltr,Nunggubuyu
FALSE,nuz,ltr,"Nahuatl, Tlamacazapa"
FALSE,nv,ltr,"Navajo, Navaho"
FALSE,nvh,ltr,Nasarian
FALSE,nvm,ltr,Namiae
FALSE,nvo,ltr,Nyokon
FALSE,nwa,ltr,Nawathinehena
FALSE,nwb,ltr,Nyabwa
FALSE,nwc,ltr,Classical Newari
FALSE,nwe,ltr,Ngwe
FALSE,nwi,ltr,"Tanna, Southwest"
FALSE,nwm,ltr,Nyamusa-Molo
FALSE,nwr,ltr,Nawaru
FALSE,nwx,ltr,Middle Newar
FALSE,nwy,ltr,Nottoway-Meherrin
FALSE,nxa,ltr,Nauete
FALSE,nxd,ltr,Ngando
FALSE,nxe,ltr,Nage
FALSE,nxg,ltr,Ngad’a
FALSE,nxi,ltr,Nindi
FALSE,nxk,ltr,"Naga, Koki"
FALSE,nxl,ltr,"Nuaulu, South"
FALSE,nxm,ltr,Numidian
FALSE,nxo,ltr,Ndambono
FALSE,nxq,ltr,Naxi
FALSE,nxq-x-malimasa,ltr,
FALSE,nxr,ltr,Ninggerum
FALSE,nxu,ltr,
FALSE,nxx,ltr,Nafri
FALSE,ny,ltr,"Chichewa, Chewa, Nyanja"
FALSE,nya-x-kunda,ltr,Kunda
FALSE,nya-x-nyanja,ltr,Nyanja
FALSE,nyb,ltr,Nyangbo
FALSE,nyc,ltr,Nyanga-li
FALSE,nyd,ltr,Olunyole
FALSE,nye,ltr,Nyengo
FALSE,nyf,ltr,Kigiryama
FALSE,nyg,ltr,Nyindu
FALSE,nyh,ltr,Nyigina
FALSE,nyi,ltr,Ama
FALSE,nyj,ltr,Nyanga
FALSE,nyj-x-kikobo,ltr,
FALSE,nyj-x-kitiri,ltr,
FALSE,nyk,ltr,Nyaneka
FALSE,nyk-x-nyanehumbe,ltr,Nyaneka Humbe
FALSE,nyl,ltr,Nyeu
FALSE,nym,ltr,Nyamwezi
FALSE,nyn,ltr,Nyankore
FALSE,nyn-x-runyaruguru,ltr,Runyaruguru
FALSE,nyn-x-rutagwenda,ltr,Rutagwenda
FALSE,nyo,ltr,Nyoro
FALSE,nyp,ltr,Nyang’i
FALSE,nyq,ltr,Nayini
FALSE,nyr,ltr,"Nyiha, Malawi"
